,coefficient,odds_ratio,p_value
num_pre_meds_3_interact,-0.0900189624102155,0.913913855097496,0.816632876955377
num_pre_meds_4_interact,NA,NA,NA
num_pre_op_dx_1_interact,-0.553737249585649,0.574797629065032,0.284294666403394
num_pre_op_dx_2_interact,-0.353020338518947,0.702562904142994,0.424627887539028
num_pre_op_dx_3_interact,0.0783085410214707,1.08145628082494,0.834238371130413
num_pre_op_dx_4_interact,NA,NA,NA
pre_non_ms_total_allowed_1_interact,0.675830085940277,1.96566396896797,0.192067431806226
pre_non_ms_total_allowed_2_interact,-0.316049171588304,0.729023602037853,0.467939708900773
pre_non_ms_total_allowed_3_interact,0.212170203739351,1.23635829997713,0.584235062700136
pre_non_ms_total_allowed_4_interact,NA,NA,NA
pre_ms_total_allowed_1_interact,-0.186761190166315,0.829641839359669,0.775194305987836
pre_ms_total_allowed_2_interact,0.512182139496719,1.66892906035727,0.228208366476623
pre_ms_total_allowed_3_interact,-0.203337883768101,0.816002480847714,0.596952088071393
pre_ms_total_allowed_4_interact,NA,NA,NA
pre_rx_any_interact,-0.0742730095382126,0.928418192216756,0.888085192456164
pre_comor1_interact,-0.342819307498539,0.709766449449251,0.312182039038208
pre_comor2_interact,0.194964065557343,1.21526731575142,0.583799058390612
pre_comor3_interact,0.055106033229463,1.0566526490285,0.90102728160829
pre_comor4_interact,0.0490464402365043,1.05026912435402,0.900724304212599
pre_comor5_interact,0.362868519799324,1.43744685101563,0.247681674837021
pre_comor6_interact,0.232172377419266,1.26133713613009,0.566777065510629
pre_comor7_interact,-0.0895916327147915,0.914304481083936,0.834742645045149
pre_comor8_interact,-0.0873753830415673,0.916333055174375,0.911706852936004
pre_comor9_interact,-1.1528288671083,0.315742311784204,0.223990849921389
pre_comor10_interact,-0.343524466433606,0.709266127719513,0.695308537299902
pre_comor11_interact,0.155154809814961,1.16783874001083,0.698106584727548
pre_comor12_interact,0.255806556408535,1.29150287082014,0.607061274332987
pre_comor13_interact,0.0986490608402333,1.1036789074389,0.77164362238489
pre_comor14_interact,0.305692678825937,1.35756503395272,0.67325544987029
pre_comor15_interact,-0.16995976650558,0.843698760862918,0.768035673193894
pre_comor16_interact,0.23144513638835,1.26042017347772,0.592046087195395
pre_comor17_interact,1.87123116162133,6.49628946016661,0.142948027250521
pre_comor19_interact,-16.244763973918,8.81025840184945e-08,0.988886389975755
pre_comor20_interact,13.7044707356149,894903.111075105,0.989008162376063
pre_comor22_interact,14.4105360160782,1813077.10189595,0.992109851105178
pre_comor23_interact,0.311395851995177,1.36532958266689,0.361456416499004
pre_comor24_interact,0.896419551195853,2.45081237492061,0.173856852300521
pre_comor25_interact,-0.0153437917428744,0.9847733244623,0.965098137028244
pre_comor26_interact,1.10633936445691,3.02327102004605,0.379957482644186
pre_comor27_interact,0.865709053410974,2.37669068930975,0.248772528397464
pre_comor28_interact,0.249698309320848,1.2836380966161,0.846330539607724
pre_comor29_interact,-0.304741420804238,0.737314003806293,0.762339005542662
pre_comor30_interact,0.340723758847109,1.40596480187543,0.61168785069445
pre_comor31_interact,-0.489779132911943,0.61276171813592,0.257217715712149
pre_comor32_interact,0.397847558981103,1.48861708630458,0.774112938658323
pre_comor33_interact,0.89797464421532,2.4546265810909,0.289430652507208
pre_ampyra1_interact,0.320328773989755,1.37758060256208,0.508004138634738
pre_mri_any_interact,0.559956337125663,1.75059606257147,0.133907870763308
pre_90_cort_any_interact,-0.303754943863615,0.738041705940722,0.40472110884478
pre_cort_oral_interact,0.213766374710417,1.2383333150169,0.532977733985643
pre_cort_iv_interact,-0.109671653561732,0.896128327539977,0.775248528574407
pre_relapse_interact,-0.354711227944838,0.701375951742788,0.417727916601697
