,coefficient,odds_ratio,p_value
pre_rx_any,-0.134382231464817,0.874255832642881,0.683874898345762
pre_comor1,0.102201521375541,1.10760665565582,0.625227918636764
pre_comor2,-0.430894517214926,0.649927463318056,0.0738287565255378
pre_comor3,0.0743362157484661,1.07716890577078,0.785397450210667
pre_comor4,0.489344761584164,1.63124701399194,0.0375110373287723
pre_comor5,-0.048898531143456,0.952277751330919,0.799444852310789
pre_comor6,0.0114792186446625,1.01154535770765,0.964462891277079
pre_comor7,-0.0580830446647951,0.943571585597041,0.83578780045581
pre_comor8,0.0202729723244115,1.02047986477095,0.970646235354372
pre_comor9,0.851409939713945,2.34294793955954,0.150833049478545
pre_comor10,-0.361286199435523,0.696779552013032,0.537307000746856
pre_comor11,-0.113650554393201,0.892569805989374,0.645523089967783
pre_comor12,0.274551338423268,1.31594013062638,0.39974806155109
pre_comor13,0.0142518943270962,1.01435393676277,0.946821107364103
pre_comor14,0.495543248736606,1.64138967976791,0.269618163935824
pre_comor15,0.363012049291388,1.43765318183895,0.30868123774412
pre_comor16,0.493628079371958,1.63824914882202,0.0670339412717347
pre_comor17,0.233295120021832,1.26275408835649,0.742111527777659
pre_comor19,1.79503215352436,6.01966827224598,0.0832693869143417
pre_comor20,-14.3529772913161,5.8422638054193e-07,0.990223939568354
pre_comor22,-14.8882108757855,3.42083534841828e-07,0.9909877827066
pre_comor23,0.111619445437243,1.11808728645466,0.601278569906094
pre_comor24,-0.917978056688398,0.399325639167182,0.0415251344134754
pre_comor25,-0.0572253330559502,0.944381245077315,0.801193137755566
pre_comor26,-0.147410100570471,0.862940012649234,0.797037005174648
pre_comor27,-0.2330571216873,0.792108325667923,0.577874968701175
pre_comor28,-0.381397446084486,0.682906417194063,0.66874366590692
pre_comor29,0.105268624330883,1.11100901432771,0.884753696420985
pre_comor30,-0.484343889267746,0.616101294854951,0.234546933289137
pre_comor31,0.328471831020608,1.38884411745576,0.231310973424532
pre_comor32,0.732074883147419,2.0793906273038,0.382476287709764
pre_comor33,0.0878382718706078,1.09181153111215,0.863639539482486
pre_ampyra1,-0.209005268057249,0.811390961178118,0.510651732518642
pre_mri_any,-0.327373015329486,0.720814817896331,0.158896767407413
pre_90_cort_any,0.351548608517695,1.42126683116053,0.109117050999448
pre_cort_oral,0.245222175579718,1.27790520099611,0.242709813714067
pre_cort_iv,0.425187258422454,1.52987687517213,0.0632847089058935
pre_relapse,0.246180154432827,1.27912999372404,0.339246275367769
persist_days_interact,-0.00294449082911533,0.997059839932334,0.405841294141969
der_sex_female_interact,-0.149321012538769,0.861292584797249,0.663683068836206
pat_region_E_interact,0.242237778082086,1.27409710916834,0.668780345565583
pat_region_MW_interact,0.881868424984293,2.41540850252527,0.104265315758184
pat_region_S_interact,0.0395900745186162,1.04038420677115,0.942889767306707
pat_region_W_interact,NA,NA,NA
idx_paytype_C_interact,13.5459321624091,763701.406379772,0.995495800088682
idx_paytype_M_interact,-2.41973968126953,0.0889447684351404,0.999294416716681
idx_paytype_R_interact,14.1247795196488,1362428.76236353,0.995933509371063
idx_paytype_S_interact,13.6280812281816,829087.707918593,0.995468484765242
idx_paytype_U_interact,NA,NA,NA
idx_prodtype_D_interact,3.44330855990299,31.2903129710978,0.999059519518883
idx_prodtype_H_interact,1.95659941090644,7.07522617280831,0.999465588419109
idx_prodtype_I_interact,0.935044924497138,2.54732789259314,0.999744608518693
idx_prodtype_P_interact,2.36496361138712,10.643651502749,0.999354050762926
idx_prodtype_S_interact,3.05752217694336,21.2747766665177,0.999164890350267
idx_prodtype_U_interact,NA,NA,NA
idx_spec_01_interact,0.0785085534391254,1.08167260714351,0.932486051017226
idx_spec_02_interact,-0.296604567620103,0.743337894125469,0.760898205879981
idx_spec_03_interact,-0.302606837463409,0.738889542957352,0.6809249519845
idx_spec_04_interact,-0.0162343344596449,0.983896732129922,0.982361746693769
idx_spec_05_interact,NA,NA,NA
age_1_interact,0.103625070121726,1.10918451053195,0.833291996005982
age_2_interact,0.425194615103183,1.52988813002926,0.292098868352858
age_3_interact,-0.0341673161112087,0.966409795180821,0.928652007891278
age_4_interact,NA,NA,NA
pchrlson_1_interact,0.342347407961198,1.40824944961166,0.44102455397076
pchrlson_2_interact,0.760909648148981,2.14022218443987,0.0948166339287324
pchrlson_3_interact,NA,NA,NA
num_pre_meds_1_interact,-0.870827672144044,0.418604938180572,0.151791060457005
num_pre_meds_2_interact,-0.320232540044933,0.725980197975668,0.430837138937034
num_pre_meds_3_interact,-0.499435062277884,0.606873408568688,0.160916734728387
num_pre_meds_4_interact,NA,NA,NA
num_pre_op_dx_1_interact,-0.247214060559199,0.780973500013114,0.664374364828589
num_pre_op_dx_2_interact,-0.766367098374848,0.464698208360205,0.0732825767581998
num_pre_op_dx_3_interact,-0.183428381602846,0.832411489579802,0.584306082148404
num_pre_op_dx_4_interact,NA,NA,NA
pre_non_ms_total_allowed_1_interact,-0.372727035913799,0.688853239378286,0.461577028305841
pre_non_ms_total_allowed_2_interact,-0.260516811054287,0.770653200774358,0.532816875960757
pre_non_ms_total_allowed_3_interact,0.0529215943049757,1.05434697507112,0.885130479418917
pre_non_ms_total_allowed_4_interact,NA,NA,NA
pre_ms_total_allowed_1_interact,0.384872933910764,1.46942759516017,0.519124696886754
pre_ms_total_allowed_2_interact,0.000466151444012881,1.00046626010948,0.999049152779739
pre_ms_total_allowed_3_interact,0.21700575831095,1.24235125596201,0.563040244988112
pre_ms_total_allowed_4_interact,NA,NA,NA
pre_rx_any_interact,0.45182986812721,1.57118461725607,0.341699799029936
pre_comor1_interact,0.0298275548147112,1.03027685235109,0.924588168098406
pre_comor2_interact,0.779138866885372,2.17959453609526,0.0204653032611307
pre_comor3_interact,-0.202850670052797,0.816400145314029,0.623569943412463
pre_comor4_interact,-0.308165547464665,0.734793664711405,0.371752015033251
pre_comor5_interact,0.0431261504733761,1.04406959641716,0.881356029650002
pre_comor6_interact,0.0286467661210653,1.02906103104779,0.940152591068774
pre_comor7_interact,0.177825191124838,1.19461647341914,0.666584705117442
pre_comor8_interact,0.449100421737854,1.5669020003209,0.569797161008608
pre_comor9_interact,-1.22850764560527,0.292729107441244,0.262598077435691
pre_comor10_interact,0.618907580989961,1.85689842231446,0.444419128829159
pre_comor11_interact,0.199812303007869,1.22117352605004,0.584386795112902
pre_comor12_interact,-0.400047018940944,0.670288529037935,0.409138253403335
pre_comor13_interact,0.142205285333698,1.15281327990656,0.647552393089503
pre_comor14_interact,-0.0842233066107853,0.919225963939877,0.892823178880755
pre_comor15_interact,0.463311732450951,1.58932871053521,0.387258065598644
pre_comor16_interact,-0.351634246400259,0.703537396259209,0.381644163440791
pre_comor17_interact,0.0738011933540162,1.07659275042534,0.939282640038888
pre_comor19_interact,-16.2165906197707,9.0620025186632e-08,0.98734905006385
pre_comor20_interact,13.3052541456584,600341.62409502,0.99093753435997
pre_comor22_interact,14.448251831058,1882764.68380221,0.991254094831262
pre_comor23_interact,-0.0144642696822405,0.985639835327741,0.963304785767789
pre_comor24_interact,0.871785931902287,2.39117752262166,0.146649834324185
pre_comor25_interact,0.00473103136928237,1.00474224036793,0.988729026181993
pre_comor26_interact,0.249301242465789,1.28312850765118,0.752649931599531
pre_comor27_interact,-0.569920022408929,0.565570669870529,0.346195691344621
pre_comor28_interact,-0.753692882371886,0.470625375585298,0.601191566988501
pre_comor29_interact,-0.378103358956242,0.685159679616594,0.674109689064181
pre_comor30_interact,1.21160893454734,3.35888453272249,0.0277713147140313
pre_comor31_interact,-0.137775446324017,0.871294322123112,0.743902685164728
pre_comor32_interact,0.432932774091585,1.54177257015507,0.71002043756006
pre_comor33_interact,0.201375075419437,1.22308343433357,0.766531474485296
pre_ampyra1_interact,-0.301191110311305,0.739936349767293,0.539747836382626
pre_mri_any_interact,-0.119067288588744,0.887748063437803,0.739104061790452
pre_90_cort_any_interact,0.302330547835482,1.35300838679516,0.365951864277884
pre_cort_oral_interact,-0.191769594370352,0.825497045748484,0.55243075138266
pre_cort_iv_interact,-0.36068498246015,0.69719859366265,0.314274840084989
pre_relapse_interact,0.0174584894552787,1.01761177965473,0.96543523749469
