Mean_AUC_training,SD_AUC_training,Mean_AUC_test,SD_AUC_test,overfitting
0.819383721008743,0.0752102736207355,0.898537585880619,0.0426551491396161,-0.0880918796449688
0.707966154832432,0.122987258976716,0.791913091070501,0.119592175671372,-0.106005238686723
0.818959585751954,0.0748382429923043,0.89838681686821,0.0426199698249771,-0.0884109490755227
