,cor,
pre_comor27_interact,-0.00281376723774362,0.870715705165164
pre_comor28_interact,-0.0063496699585052,0.713417254411429
pre_comor29_interact,0.0167928173486251,0.331364040616444
pre_comor30_interact,0.0386866023014988,0.0251896048491325
pre_comor31_interact,0.0303914316129457,0.0787040338205935
pre_comor32_interact,0.0405445102350435,0.0189724838235859
pre_comor33_interact,0.0459534442919041,0.00782879217845789
pre_ampyra1_interact,-0.00888295054938838,0.607389981785462
pre_mri_any_interact,-0.000651949204987083,0.969919747894926
pre_90_mri_any_interact,-0.00780855589425926,0.651516761142354
num_pre_mri_any_1_interact,-0.0457121589134813,0.00815973644718012
num_pre_mri_any_2_interact,-0.0323647740349997,0.0611404098232332
num_pre_mri_any_3_interact,-0.00549078316089528,0.750795257741546
num_pre_mri_any_4_interact,0.0450886400916082,0.00907363251952109
pre_90_cort_any_interact,0.118262793282329,6.67466082404644e-12
pre_cort_oral_interact,0.0737499304904519,1.94131530975028e-05
num_pre_cort_oral_1_interact,-0.0888861614642453,2.5854794102422e-07
num_pre_cort_oral_2_interact,0.0124495694527055,0.471454372327618
num_pre_cort_oral_3_interact,0.0958044809795933,2.78983471879712e-08
pre_cort_iv_interact,0.0991540580318863,8.96283403051257e-09
num_pre_cort_iv_1_interact,-0.111860869400551,8.5583438381766e-11
num_pre_cort_iv_2_interact,0.0390775507385605,0.0237517784336316
num_pre_cort_iv_3_interact,0.0964938029752014,2.21528537736049e-08
pre_relapse_interact,0.10282450565032,2.4732815795403e-09
pre_relapse_90_interact,0.0972225298999918,1.73302239225848e-08
pre_ip_relapse_interact,0.0273124445083231,0.114094349169224
num_pre_relapses_1_interact,-0.119330442004588,4.30249517830863e-12
num_pre_relapses_2_interact,0.0143354989398089,0.406984381151994
num_pre_relapses_3_interact,0.14684652693149,0
treatment,-0.0304134443248109,0.0784875844706708
