Mean_AUC_training,SD_AUC_training,Mean_AUC_test,SD_AUC_test,overfitting
0.00914177668611729,0.00442883593364137,0.0085101756403875,0.00461458627704804,0.0742171574852511
0.0158610253262893,0.00671229942626876,0.0157248919249277,0.00721500535107147,0.0086571915413792
0.023512046938652,0.00574975982125337,0.0262508091061173,0.00611765678969022,-0.104330581064912
