Mean_AUC_training,SD_AUC_training,Mean_AUC_test,SD_AUC_test,overfitting
0.0265419051715521,0.00347173969543054,0.0266895498940022,0.00338384457711061,-0.00553193002641283
0.0254904337481177,0.00648597841897604,0.0257912953144613,0.0067815323398725,-0.0116652367659453
0.0267398594292864,0.00358269916310422,0.0267407108419702,0.00364072623260038,-3.18395680981205e-05
