run4.response,run4.sample.proportion,run4.Model,run4.Mean_AUC_training,run4.SD_AUC_training,run4.Mean_AUC_test,run4.SD_AUC_test,run4.overfitting
post_relapse_persist,0.1194743130227,standard logistic,0.00752835725809043,0.00192483865494654,0.00815341658002194,0.000679683331168587,0.3
post_relapse_persist,0.1194743130227,stepwise logistic,0.0166498064157223,0.00334997165130328,0.0160102273381247,0.0031479954966944,0.3
post_relapse_persist,0.1194743130227,lasso,0.0243453245266065,0.0101227950704826,0.0282353335543154,0.00984784755952807,0.3
